Department,Department Name,Property Id,Property Name,Year Ending,Address 1,City,State/Province,Postal Code,Property GFA - EPA Calculated (Buildings) (ft²),Primary Property Type - Self Selected,Year Built,Electricity Use  Generated from Onsite Renewable Systems and Used Onsite (kWh),Electricity Use - Grid Purchase (kWh),Natural Gas Use (therms),Propane Use (kBtu),Water Use (All Water Sources) (kgal),Percent of Electricity that is Green Power,Green Power - Onsite and Offsite (kWh),Site Energy Use (kBtu),ENERGY STAR Score,LEED Certified,Location
CAL TRANS ,California Department of Transportation,1386885,CULVER CITY MAINTENANCE STATION,12/31/2014,5650   SELMARAINE DR,CULVER CITY,California,90230,864,Other - Services,1960,,22028.3,119.000001,,81.9,0%,0,87060.4,,,"5650 SELMARAINE DR
CULVER CITY, California 90230
(33.986996, -118.396523)"
CAL TRANS ,California Department of Transportation,1386797,PIERPOINT SPRINGS/CAMP NELSON MAINTENANCE,12/31/2014,177 PIERPOINT DR,CAMP NELSON,California,93208,2224,Other,1900,,3714.2,,,23.5,0%,0,12673,,,"177 PIERPOINT DR
CAMP NELSON, California 93208
(36.13875, -118.627432)"
CAL TRANS ,California Department of Transportation,3928626,Soulsbyville S/S,12/31/2014,Hwy 108 at Soulsbyville Rd,Soulsbyville,California,95372,2530,Other - Utility,1900,,605.5,,,,0%,0,2066.1,,,"Hwy 108 at Soulsbyville Rd
Soulsbyville, California 95372
(37.996495, -120.26723)"
CAL TRANS ,California Department of Transportation,1386889,EQUIPMENT SHOP 03,12/31/2014,981 NORTH BEALE ROAD,MARYSVILLE,California,95901,48983,Other,1900,122776.8,230748.1,8548.323616,,415.9,34.72931%,122776.8,2061059.5,,,"981 NORTH BEALE ROAD
MARYSVILLE, California 95901
(39.126565, -121.578653)"
CAL TRANS ,California Department of Transportation,1386710,Chula Vista Maintenance Station,12/31/2014,570   C ST,CHULA VISTA,California,91910,12175,Other,1966,,8667.8,825.2424122,,361.4,0%,0,112098.7,,,"570 C ST
CHULA VISTA, California 91910
(32.648668, -117.094757)"
CAL TRANS ,California Department of Transportation,3928538,07 Commerce Equipment Sub-shop,12/31/2014,7301 E. Slauson Avenue,Commerce,California,90040,14600,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1900,,103417.4,2603.99995,,,0%,0,613260.3,,,"7301 E. Slauson Avenue
Commerce, California 90040
(33.97878, -118.13354)"
CAL TRANS ,California Department of Transportation,1386610,FORT BRAGG MAINTENANCE STATION,12/31/2014,1200 N. MAIN STREET,FORT BRAGG,California,95437,3695,Other - Services,1900,,,,,54,,,,,,"1200 N. MAIN STREET
FORT BRAGG, California 95437
(39.463755, -123.805548)"
CAL TRANS ,California Department of Transportation,1387085,WEST REGION MAINTENANCE STATION,12/31/2014,4821   ADOHR LN,CAMARILLO,California,93012,15680,Other - Services,1960,45737,102096.7,526.00004,,680.6,30.93814%,45737,557008.6,,,"4821 ADOHR LN
CAMARILLO, California 93012
(34.205283, -119.006828)"
CAL TRANS ,California Department of Transportation,1386831,CHICO MAINTENANCE STATION,12/31/2014,2535 NOTRE DAME BLVD,CHICO,California,95926,15465,Other,1900,35710,50313.4,11662.13747,,1131.5,41.51196%,35710,1459725.6,,,"2535 NOTRE DAME BLVD
CHICO, California 95926
(39.713919, -121.795326)"
CAL TRANS ,California Department of Transportation,1387067,PACIFIC PLACE MAINTENANCE STATION,12/31/2014,3725 PACIFIC PLACE,LONG BEACH,California,90806,1104,Other - Services,1900,,36720.1,,,547.8,0%,0,125289,,,"3725 PACIFIC PLACE
LONG BEACH, California 90806
(33.824997, -118.200184)"
CAL TRANS ,California Department of Transportation,3928573,Dry Creek Maint,12/31/2014,32821 Hilltop Blvd,Running Springs,California,92382,8484,Other - Utility,1962,,97527.6,4745.99897,,18.9,0%,0,807364.1,,,"32821 Hilltop Blvd
Running Springs, California 92382
(34.208283, -117.08775)"
CAL TRANS ,California Department of Transportation,1386550,DESERT CENTER MAINTENANCE STATION,12/31/2014,44470   RAGSDALE RD,DESERT CENTER,California,0,7126,Other - Services,2001,,66698.1,148.0000175,,267.5,0%,0,242374.1,,,"44470 RAGSDALE RD
DESERT CENTER, California 0
(33.711376, -115.414625)"
CAL TRANS ,California Department of Transportation,3928543,11 El Centro Sub-shop,12/31/2014,1607 Adams Avenue,El Centro,California,92243,4202,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1955,,54384,352.7999972,,69.4,0%,0,220838.2,,,"1607 Adams Avenue
El Centro, California 92243
(32.796471, -115.572819)"
CAL TRANS ,California Department of Transportation,1386965,LAS FLORES MAINTENANCE STATION,12/31/2014,3503   LAS FLORES CANYON RD,MALIBU,California,90265,4987,Other - Services,1979,,18528.2,265.9999915,,224.9,0%,0,89818.1,,,"3503 LAS FLORES CANYON RD
MALIBU, California 90265
(34.045322, -118.638929)"
CAL TRANS ,California Department of Transportation,1386765,EL CENTRO MAINTENANCE STATION,12/31/2014,1605 W ADAMS AVENUE,EL CENTRO,California,92243,13678,Other,1955,,89549.4,,,191.1,0%,0,305542.6,,,"1605 W ADAMS AVENUE
EL CENTRO, California 92243
(32.796471, -115.572613)"
CAL TRANS ,California Department of Transportation,1386923,NEWHALL MAINTENANCE STATION/NORTH REGION,12/31/2014,23922   NEWHALL AVE,SANTA CLARITA,California,91321,8500,Other - Services,1960,42704,27174.4,1085.99983,,1,61.11191%,42704,347025,,,"23922 NEWHALL AVE
SANTA CLARITA, California 91321
(34.373632, -118.51976)"
CAL TRANS ,California Department of Transportation,1386650,CRESCENT CITY MAINTENANCE STATION,12/31/2014,711 N HIGHWAY 101,CRESCENT CITY,California,95531,12116,Other,1971,,40399.8,,,149.7,0%,0,137844.1,,,"711 N HIGHWAY 101
CRESCENT CITY, California 95531
(41.757644, -124.196287)"
CAL TRANS ,California Department of Transportation,1386538,BAKERSFIELD EQ SUB-SHOP  2 (36-06-02),12/31/2014,1200 OLIVE DRIVE,BAKERSFIELD,California,93308,83188,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1969,69276,,,,,100%,69276,236369.7,,,"1200 OLIVE DRIVE
BAKERSFIELD, California 93308
(35.412379, -119.046881)"
CAL TRANS ,California Department of Transportation,1386730,MILPITAS LANDSCAPE MAINTENANCE,12/31/2014,115 DEMPSEY ROAD,MILPITAS,California,95035,1260,Other,1900,,9907.1,299.8749852,,120.7,0%,0,63790.6,,,"115 DEMPSEY ROAD
MILPITAS, California 95035
(37.433454, -121.886254)"
CAL TRANS ,California Department of Transportation,1250026,01 DISTRICT OFFICE,12/31/2014,1656 UNION STREET,EUREKA,California,95501,80800,Office,1953,102198,793074.3,15238.24078,,253.8,11.4153%,102198,4578493.4,94,,"1656 UNION STREET
EUREKA, California 95501
(40.791885, -124.175027)"
CAL TRANS ,California Department of Transportation,1386917,MT. SHASTA MAINTENANCE STATION,12/31/2014,1625 MOTT ROAD,MOUNT SHASTA,California,96067,19348,Other,1972,,140760,,,106.8,0%,0,480273.1,,,"1625 MOTT ROAD
MOUNT SHASTA, California 96067
(41.251856, -122.262064)"
CAL TRANS ,California Department of Transportation,1386664,LEMOORE YARD MAINTENANCE STATION,12/31/2014,425  S LEMOORE AVE,LEMOORE,California,93245,6745,Other,1960,,42553.7,1399.000105,,581.9,0%,0,285093.4,,,"425 S LEMOORE AVE
LEMOORE, California 93245
(36.292623, -119.780842)"
CAL TRANS ,California Department of Transportation,3928591,Magana Ortega,12/31/2014,451 W Slover Ave,Rialto,California,92376,,Other - Utility,1900,,185351.6,1380.00003,,2309.4,0%,0,770419.9,,,"451 W Slover Ave
Rialto, California 92376
(34.063203, -117.377912)"
CAL TRANS ,California Department of Transportation,1386690,ALAMEDA MAINTENANCE STATION,12/31/2014,1740  E 15TH ST,LOS ANGELES,California,90021,2678,Other,1988,,98700,295.9999985,,320.3,0%,0,366364.4,,,"1740 E 15TH ST
LOS ANGELES, California 90021
(34.023909, -118.240601)"
CAL TRANS ,California Department of Transportation,3928544,12 Orange Equipment Shop,12/31/2014,691 South Tustin Street,Orange,California,92866,5500,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1900,,1496.1,,,,0%,0,5104.6,,,"691 South Tustin Street
Orange, California 92866
(33.776815, -117.83567)"
CAL TRANS ,California Department of Transportation,1386825,CABBAGE PATCH MAINTENANCE STATION,12/31/2014,14747 HIGHWAY 4,Arnold,California,95223,17779,Other,1900,,136216,,,110.3,0%,0,464769,,,"14747 HIGHWAY 4
Arnold, California 95223
(38.414326, -120.133456)"
CAL TRANS ,California Department of Transportation,3928608,Pomona Maint,12/31/2014,2650 S Gary Ave,Pomona,California,91766,,Other - Utility,1971,,1509.2,315.0000005,,1233.7,0%,0,36649.5,,,"2650 S Gary Ave
Pomona, California 91766
(34.022883, -117.74715)"
CAL TRANS ,California Department of Transportation,3928602,Mountain Pass,12/31/2014,94200 Clarek Mountain Rd,Nipton,California,92364,14543,Other - Utility,1961,,38520.9,,,70.2,0%,0,131433.5,,,"94200 Clarek Mountain Rd
Nipton, California 92364
(35.471635, -115.545583)"
CAL TRANS ,California Department of Transportation,1355953,YUBA ST MAINTENANCE STATION,12/31/2014,1315 YUBA STREET,MARYSVILLE,California,95901,6834,Other - Services,1900,,,,,,,,,,,"1315 YUBA STREET
MARYSVILLE, California 95901
(39.150342, -121.584339)"
CAL TRANS ,California Department of Transportation,1386775,HEMET MAINTENANCE STATION,12/31/2014,1738  S JUANITA AVE,SAN JACINTO,California,92583,5541,Other - Services,1960,,48384.8,1041.000075,,212.6,0%,0,269189,,,"1738 S JUANITA AVE
SAN JACINTO, California 92583
(33.771577, -116.968604)"
CAL TRANS ,California Department of Transportation,1387077,WEST BAY REGION MAINTENANCE STATION,12/31/2014,380 FOSTER CITY BLVD,FOSTER CITY,California,94404,14117,Other - Services,1989,,84335.5,1726.568571,,438.5,0%,0,460409.7,,,"380 FOSTER CITY BLVD
FOSTER CITY, California 94404
(37.56572, -122.275859)"
CAL TRANS ,California Department of Transportation,1386985,BATAVIA MAINTENANCE STATION,12/31/2014,1808  N BATAVIA ST,ORANGE,California,92865,28100,Other - Services,1999,71439,95825.7,654.000065,,1385.7,42.71013%,71439,636107.4,,,"1808 N BATAVIA ST
ORANGE, California 92865
(33.817885, -117.862036)"
CAL TRANS ,California Department of Transportation,1386959,FREMONT MAINTENANCE STATION,12/31/2014,245 MOWRY AVE,FREMONT,California,94536,2832,Other,1900,,43332.6,214.4999981,,1207.8,0%,0,169300.8,,,"245 MOWRY AVE
FREMONT, California 94536
(37.570734, -121.969819)"
CAL TRANS ,California Department of Transportation,1386789,FOOTHILL MAINTENANCE STATION,12/31/2014,850  E HUNTINGTON DR,MONROVIA,California,91016,14036,Other - Services,1960,32200,64359.2,262.9999835,,362.3,33.3474%,32200,355760.2,,,"850 E HUNTINGTON DR
MONROVIA, California 91016
(34.139498, -117.986805)"
CAL TRANS ,California Department of Transportation,1386893,FORTUNA MAINTENANCE STATION,12/31/2014,1924 SMITH LANE,FORTUNA,California,95540,3672,Other,1900,,31764.5,1556.758333,,104.9,0%,0,264056.2,,,"1924 SMITH LANE
FORTUNA, California 95540
(40.592048, -124.149094)"
CAL TRANS ,California Department of Transportation,1386682,TORRANCE MAINTENANCE STATION,12/31/2014,18101   BAILEY DR,TORRANCE,California,90504,6145,Other,1960,,8148,176.000007,,46.2,0%,0,45401.1,,,"18101 BAILEY DR
TORRANCE, California 90504
(33.866306, -118.347063)"
CAL TRANS ,California Department of Transportation,1387099,Otay Maintenance Station,12/31/2014,3310   BEYER BLVD,SAN YSIDRO,California,92173,2639,Other - Services,1980,,17035.8,,,110.8,0%,0,58126.1,,,"3310 BEYER BLVD
SAN YSIDRO, California 92173
(32.56655, -117.061718)"
CAL TRANS ,California Department of Transportation,1250012,08 DISTRICT OFFICE (SAN BERNARDINO GOV'T CENTER OFFICE BLDG),12/31/2014,464  W 4TH ST,SN BERNRDNO,California,92401,235714,Office,1997,,7034867.7,115254.006,,19039.6,0%,0,35528372.3,39,,"464 W 4TH ST
SN BERNRDNO, California 92401
(34.106445, -117.293385)"
CAL TRANS ,California Department of Transportation,1386578,SANTA CRUZ MAINTENANCE STATION,12/31/2014,195 CAPITOLA ROAD EXT,SANTA CRUZ,California,95062,15422,Other,1900,26596,41897.4,1063.110902,,405,38.83001%,26596,340010.7,,,"195 CAPITOLA ROAD EXT
SANTA CRUZ, California 95062
(36.982595, -121.993215)"
CAL TRANS ,California Department of Transportation,1355831,Kearney Mesa Maintainance Station,12/31/2014,7183   OPPORTUNITY RD,SAN DIEGO,California,92111,96547,Other,1996,77334,,6279.199946,,,,77334,,,,"7183 OPPORTUNITY RD
SAN DIEGO, California 92111
(32.825346, -117.161835)"
CAL TRANS ,California Department of Transportation,1387039,Pacific Highway Maintenance Station,12/31/2014,4764   PACIFIC HWY,SAN DIEGO,California,92110,1392,Other - Services,1970,,15181.8,94.8230701,,13.5,0%,0,61282.7,,,"4764 PACIFIC HWY
SAN DIEGO, California 92110
(32.758515, -117.202036)"
CAL TRANS ,California Department of Transportation,1386997,VICTORVILLE MAINTENANCE STATION,12/31/2014,13693 MARIPOSA ROAD,VICTORVILLE,California,92392,7004,Other - Services,1900,,66955.5,4378.9999,,83.7,0%,0,666352.2,,,"13693 MARIPOSA ROAD
VICTORVILLE, California 92392
(34.499621, -117.326016)"
CAL TRANS ,California Department of Transportation,3928952,D12 TMC,12/31/2014,6681 Marine Way,Irvine,California,92618,44000,Other - Technology/Science,2001,90910,2275666.2,18935.99925,,605.3,3.841415%,90910,9968358.7,,,"6681 Marine Way
Irvine, California 92618
(33.677587, -117.757196)"
CAL TRANS ,California Department of Transportation,3928528,02 Redding Equipment Shop,12/31/2014,1430 George Drive,Redding,California,96003,35532,Other - Utility,1994,,,,,,,,,,,"1430 George Drive
Redding, California 96003
(40.627474, -122.373492)"
CAL TRANS ,California Department of Transportation,1386955,FILLMORE MAINTENANCE STATION,12/31/2014,1295  W VENTURA ST,FILLMORE,California,93015,3908,Other - Services,1960,,28089.3,157.000005,,682.9,0%,0,111540.9,,,"1295 W VENTURA ST
FILLMORE, California 93015
(34.394316, -118.931874)"
CAL TRANS ,California Department of Transportation,1386666,LOS BANOS MAINTENANCE STATION,12/31/2014,1359 E PACHECO BLVD,LOS BANOS,California,93635,3480,Other,1900,,18932.2,1509.049832,,226.5,0%,0,215501.7,,,"1359 E PACHECO BLVD
LOS BANOS, California 93635
(37.056874, -120.835241)"
CAL TRANS ,California Department of Transportation,3928533,04 San Francisco Equipment Sub-shop,12/31/2014,120 Rickard Street,San Francisco,California,94134,3568,Other - Utility,1900,,,,,,,,,,,"120 Rickard Street
San Francisco, California 94134
(37.73345, -122.409883)"
CCC,California Conservation Corps,1263322,Placer Center,12/31/2014,3710 Christian Valley Road,Auburn,California,95602,44500,Adult Education,1952,,,,1625547.9,,,,,,,"3710 Christian Valley Road
Auburn, California 95602
(38.98976, -121.073211)"
CCC,California Conservation Corps,3619848,Camarillo Center,12/31/2014,3200 Wright Road,Camarillo,California,93010,0,Adult Education,2010,,416232,10608.99875,,,0%,0,2481083.5,,Silver,"3200 Wright Road
Camarillo, California 93010
(34.243206, -119.100924)"
CCC,California Conservation Corps,3977368,Tahoe Center,12/31/2014,1949 Apache Ave,South Lake Tahoe,California,96150,47013,Adult Education,2013,,399999.9,5937.99885,,4789.8,0%,0,1958599.9,,Silver,"1949 Apache Ave
South Lake Tahoe, California 96150
(38.856486, -120.011554)"
CDCR,California Department of Corrections & Rehabilitation,1237647,CCC-CALIFORNIA CORRECTIONAL CENTER,12/31/2014,711-045 CENTER ROAD,SUSANVILLE,California,96130,738749.1,Prison/Incarceration,1963,,12699052.2,2757398.038,,196261.6,0%,0,319068975.2,,,"711-045 CENTER ROAD
SUSANVILLE, California 96130
(40.38717, -120.396394)"
CDCR,California Department of Corrections & Rehabilitation,1237699,"LAC- CALIFORNIA STATE PRISON, LOS ANGELES COUNTY",12/31/2014,44750 60TH STREET WEST,LANCASTER,California,93536,1197671.5,Prison/Incarceration,1993,5097332,13356120.7,732461.9687,,166750,27.62265%,5097332,136209383.1,,Gold,"44750 60TH STREET WEST
LANCASTER, California 93536
(34.696894, -118.236646)"
CDCR,California Department of Corrections & Rehabilitation,1237697,CAL-CALIPATRIA STATE PRISON,12/31/2014,7018 BLAIR ROAD,CALIPATRIA,California,92233,1122277.4,Prison/Incarceration,1992,,29146766.6,326134.999,,213825.4,0%,0,132062279.5,,,"7018 BLAIR ROAD
CALIPATRIA, California 92233
(33.163318, -115.493186)"
CDCR,California Department of Corrections & Rehabilitation,1237643,"SOL-CALIFORNIA STATE PRISON, SOLANO",12/31/2014,2100 PEABODY ROAD,VACAVILLE,California,95687,1379239.2,Prison/Incarceration,1984,2588506,17056898.3,446695.9544,,172198.3,13.17614%,2588506,111699722.2,,,"2100 PEABODY ROAD
VACAVILLE, California 95687
(38.330233, -121.97055)"
CDCR,California Department of Corrections & Rehabilitation,1237677,PVSP-PLEASANT VALLEY STATE PRISON,12/31/2014,24863 WEST JAYNE AVENUE,COALINGA,California,93210,1160878.7,Prison/Incarceration,1994,,18801240.1,496867.9989,,202291,0%,0,118082156.3,,,"24863 WEST JAYNE AVENUE
COALINGA, California 93210
"
CDCR,California Department of Corrections & Rehabilitation,1237695,SCC-SIERRA CONSERVATION CENTER,12/31/2014,5100 O'BYRNES FERRY ROAD,JAMESTOWN,California,95327,671027.8,Prison/Incarceration,1965,,12414761,,,159120,0%,0,42359169.7,,,"5100 O'BYRNES FERRY ROAD
JAMESTOWN, California 95327
(37.889574, -120.54442)"
CDCR,California Department of Corrections & Rehabilitation,1237703,KVSP-KERN VALLEY STATE PRISON,12/31/2014,3000 CECIL AVENUE,DELANO,California,93215,1427611,Prison/Incarceration,1993,,112772.9,407910.9938,,151440,0%,0,41175880.4,,,"3000 CECIL AVENUE
DELANO, California 93215
(35.775831, -119.301504)"
CDCR,California Department of Corrections & Rehabilitation,1237709,ISP-IRONWOOD STATE PRISON,12/31/2014,19005 WILEY'S WELL ROAD P.O.BOX 2229,BLYTHE,California,92226,1117241.6,Prison/Incarceration,1994,8498677,15096518.8,408697.0545,,33387.9,36.01867%,8498677,121376520.7,,,"19005 WILEY'S WELL ROAD P.O.BOX 2229
BLYTHE, California 92226
(33.570027, -114.897921)"
CDCR,California Department of Corrections & Rehabilitation,1237655,CCI-CALIFORNIA CORRECTIONAL INSTITUTION,12/31/2014,24900 HWY 202,TEHACHAPI,California,93561,1499820.6,Prison/Incarceration,1954,5342511,11722460.9,1532267.042,,326593,31.30689%,5342511,211452393.4,,,"24900 HWY 202
TEHACHAPI, California 93561
"
CDCR,California Department of Corrections & Rehabilitation,1237701,ECF-ESTRELLA CORRECTIONAL FACILITY (AKA-EPDRYCF),12/31/2014,4545 AIRPORT ROAD,PASO ROBLES,California,93447,336778,Prison/Incarceration,1900,,858924.1,10076.99986,,4506.5,0%,0,3938349.3,,,"4545 AIRPORT ROAD
PASO ROBLES, California 93447
(35.667364, -120.6409)"
CDCR,California Department of Corrections & Rehabilitation,1237665,VYCF-VENTURA YOUTH CORRECTIONAL FACILITY,12/31/2014,3100 WRIGHT ROAD,CAMARILLO,California,93010,353098.3,Prison/Incarceration,1962,,3619453.5,250651.995,,22284.5,0%,0,37414776.3,,,"3100 WRIGHT ROAD
CAMARILLO, California 93010
(34.243776, -119.101758)"
CDCR,California Department of Corrections & Rehabilitation,1237675,"COR-CALIFORNIA STATE PRISON, CORCORAN",12/31/2014,4001 KING AVE,CORCORAN,California,93212,1717842.4,Prison/Incarceration,1988,9808662,44007502.7,1794475.028,,391575,18.22624%,9808662,363068273.7,,,"4001 KING AVE
CORCORAN, California 93212
(36.062455, -119.5421)"
CDCR,California Department of Corrections & Rehabilitation,1237693,CTC-RICHARD A. MCGEE CORRECTIONAL TRAINING CENTER,12/31/2014,9850 TWIN CITIES ROAD,GALT,California,95670,180198,Prison/Incarceration,1900,,2549951.1,92801.5349,,18945.1,0%,0,17980587.8,,,"9850 TWIN CITIES ROAD
GALT, California 95670
(38.290975, -121.32887)"
CDCR,California Department of Corrections & Rehabilitation,1237667,SATF-CALIFORNIA SUBSTANCE ABUSE TREATMENT FACILITY,12/31/2014,900 QUEBEC AVE,CORCORAN,California,93212,1681353.4,Prison/Incarceration,1997,,,819500.02,,285947.5,,,81950002,,,"900 QUEBEC AVE
CORCORAN, California 93212
(36.050777, -119.55047)"
CDCR,California Department of Corrections & Rehabilitation,1237651,CTF-CORRECTIONAL TRAINING FACILITY,12/31/2014,HWY 101 NORTH P.O.BOX 686,SOLEDAD,California,93960,1423147.2,Prison/Incarceration,1946,2608704,9989340.6,1412820.913,,308239,20.70721%,2608704,184266623.5,,,"HWY 101 NORTH P.O.BOX 686
SOLEDAD, California 93960
"
CDCR,California Department of Corrections & Rehabilitation,1237685,NACYF-N.A. CHADERJIAN YOUTH CORRECTIONAL FACILITY(NCYCC),12/31/2014,7650 SOUTH NEWCASTLE ROAD,STOCKTON,California,95215,194234.2,Prison/Incarceration,1900,,,,,,,,,,,"7650 SOUTH NEWCASTLE ROAD
STOCKTON, California 95215
(37.894508, -121.202042)"
CDCR,California Department of Corrections & Rehabilitation,1237719,SYCRCC-SOUTHERN YOUTH CORRECTIONAL RECEPTION CENTER  AND CLINIC,12/31/2014,13200   BLOOMFIELD AVE,NORWALK,California,90650,163565,Prison/Incarceration,1960,,400176.9,1222.576501,,173.3,0%,0,1487661.5,,,"13200 BLOOMFIELD AVE
NORWALK, California 90650
(33.911318, -118.064512)"
CDCR,California Department of Corrections & Rehabilitation,1237679,SVSP-SALINAS VALLEY STATE PRISON,12/31/2014,31625 HIGHWAY 101 P.O. BOX 1020,SOLEDAD,California,93960,1292905.5,Prison/Incarceration,1996,3872672,13934532.7,607672.8005,,161485,21.74778%,3872672,121525468,,Gold,"31625 HIGHWAY 101 P.O. BOX 1020
SOLEDAD, California 93960
"
CDCR,California Department of Corrections & Rehabilitation,1237653,SQ-SAN QUENTIN STATE PRISON,12/31/2014,100 MAIN STREET,SAN QUENTIN,California,94964,1560254.3,Prison/Incarceration,1852,,,1687473.997,,207068.1,,,,,Gold,"100 MAIN STREET
SAN QUENTIN, California 94964
(37.942565, -122.492719)"
CDCR,California Department of Corrections & Rehabilitation,1237711,"MCSP-MULE CREEK STATE PRISON, IONE",12/31/2014,4001 HWY 104 P.O. BOX 409099,IONE,California,95640,1069185.1,Prison/Incarceration,1987,,17795742.7,776259,,149392.7,0%,0,138344981.4,,,"4001 HWY 104 P.O. BOX 409099
IONE, California 95640
"
CDCR,California Department of Corrections & Rehabilitation,1264218,DVI-DEUEL VOCATIONAL INSTITUTION,12/31/2014,23500 Kasson Road,Tracy,California,95376,1124710,Prison/Incarceration,1953,,,897306.028,,190221,,,,,,"23500 Kasson Road
Tracy, California 95376
(37.744297, -121.338587)"
CDCR,California Department of Corrections & Rehabilitation,1237649,CMC-CALIFORNIA MEN'S COLONY,12/31/2014,PO BOX 8101 HIGHWAY 1,SAN LUIS OBISPO,California,93409,1258098.7,Prison/Incarceration,1954,,15112069.6,1696987.06,,229580,0%,0,221261093.9,,Gold,"PO BOX 8101 HIGHWAY 1
SAN LUIS OBISPO, California 93409
"
CDCR,California Department of Corrections & Rehabilitation,1237669,CIW-CALIFORNIA INSTITUTION FOR WOMEN,12/31/2014,16756   CHINO CORONA RD,CORONA,California,91710,567727.2,Prison/Incarceration,1952,,8137741.7,1028889.033,,125260.6,0%,0,130654881.4,,Silver,"16756 CHINO CORONA RD
CORONA, California 91710
(33.948851, -117.633032)"
CDCR,California Department of Corrections & Rehabilitation,3916714,FSP-FOLSOM STATE PRISON,12/31/2014,300 Prison Rd,Represa,California,95671,1071607.5,Prison/Incarceration,1986,,31417313.3,,,161968,0%,0,107195886.1,,,"300 Prison Rd
Represa, California 95671
(38.690655, -121.162041)"
CDCR,California Department of Corrections & Rehabilitation,1237673,CCWF-CENTRAL CALIFORNIA WOMEN'S FACILITY,12/31/2014,23370 ROAD 22 P.O. BOX 1501,CHOWCHILLA,California,93610,877080.1,Prison/Incarceration,1990,4644907,10587899.2,569692.991,,255243,30.49278%,4644907,108943638.4,,,"23370 ROAD 22 P.O. BOX 1501
CHOWCHILLA, California 93610
"
CDCR,California Department of Corrections & Rehabilitation,1237687,HGSYCF-HEMAN G. STARK YOUTH CORRECTIONAL FACILITY,12/31/2014,15180 EUCLID AVENUE,CHINO,California,91710,580798.7,Prison/Incarceration,1900,,790793.5,14110.99984,,2028.6,0%,0,4109287.7,,,"15180 EUCLID AVENUE
CHINO, California 91710
(33.97788, -117.650824)"
CDCR,California Department of Corrections & Rehabilitation,1237689,PBSP-PELICAN BAY STATE PRISON,12/31/2014,5905 LAKE EARL DRIVE,CRESCENT CITY,California,95531,1210749.7,Prison/Incarceration,1989,,17539670.7,,,138774.6,0%,0,59845363.9,,,"5905 LAKE EARL DRIVE
CRESCENT CITY, California 95531
(41.8561, -124.155358)"
CDCR,California Department of Corrections & Rehabilitation,1237705,CMF-CALIFORNIA MEDICAL FACILITY,12/31/2014,1600 CALIFORNIA DRIVE,VACAVILLE,California,95687,878529.5,Prison/Incarceration,1955,,13732671,2173122.143,,86384,0%,0,264168093.4,,Silver,"1600 CALIFORNIA DRIVE
VACAVILLE, California 95687
(38.333309, -121.980016)"
CDCR,California Department of Corrections & Rehabilitation,3977120,FCNYCF-FRED C. NELLES YOUTH CORRECTIONAL FACILITY,12/31/2014,11850 Whittier Blvd,Whittier,California,90601,428005,Prison/Incarceration,2000,,,,,,,,,,,"11850 Whittier Blvd
Whittier, California 90601
(33.980181, -118.050195)"
CDCR,California Department of Corrections & Rehabilitation,1237657,CIM-CALIFORNIA INSTITUTION FOR MEN,12/31/2014,14901   CENTRAL AVE,CHINO,California,91710,1358607.1,Prison/Incarceration,1960,,1769878.8,,,618300,0%,0,,,,"14901 CENTRAL AVE
CHINO, California 91710
(33.982786, -117.688975)"
CDCR,California Department of Corrections & Rehabilitation,1237681,WSP-WASCO STATE PRISON (RECEPTION CENTER),12/31/2014,701 SCOFIELD AVENUE WASCO RECEPTION CENTER,WASCO,California,93280,932154.5,Prison/Incarceration,1991,3491138,16439975.5,757398.022,,246405.1,17.51602%,3491138,143744768,,,"701 SCOFIELD AVENUE WASCO RECEPTION CENTER
WASCO, California 93280
"
CDCR,California Department of Corrections & Rehabilitation,1237707,CEN-CENTINELA STATE PRISON,12/31/2014,2302 BROWN ROAD,IMPERIAL,California,92251,1546084.4,Prison/Incarceration,1993,,29070212.1,339731.0064,,183855,0%,0,133160676.2,,,"2302 BROWN ROAD
IMPERIAL, California 92251
(32.81766, -115.780311)"
CDCR,California Department of Corrections & Rehabilitation,1237713,OHCYCF-O.H. CLOSE YOUTH CORRECTIONAL FACILITY (NCYCC),12/31/2014,7650 S NEWCASTLE ROAD,STOCKTON,California,95213,874283.2,Prison/Incarceration,1900,,11604040.5,419998.9929,,22453,0%,0,81592890.3,,,"7650 S NEWCASTLE ROAD
STOCKTON, California 95213
(37.894508, -121.202042)"
CDCR,California Department of Corrections & Rehabilitation,1237715,NKSP-NORTH KERN STATE PRISON,12/31/2014,2737 WEST CECIL AVENUE P.O. BOX 567,DELANO,California,93215,886439,Prison/Incarceration,1993,9819362,26294984,478627.0328,,241415,27.18964%,9819362,171084863.9,,,"2737 WEST CECIL AVENUE P.O. BOX 567
DELANO, California 93215
"
CDCR,California Department of Corrections & Rehabilitation,1237663,HDSP-HIGH DESERT STATE PRISON,12/31/2014,475-750 RICE CANYON ROAD,SUSANVILLE,California,96130,1222088.5,Prison/Incarceration,1995,,25757517.9,292259.9872,,196261.6,0%,0,117110660.6,,,"475-750 RICE CANYON ROAD
SUSANVILLE, California 96130
(40.40501, -120.526009)"
